STATION,NAME,DATE,PRCP,SN32,SN52,SNOW,SNWD,SX32,SX52,TMAX,TMIN,TOBS
USC00102942,"EMMETT 2 E, ID US",1930-01-01,0.1,,,0,,,,32,26,32
USC00102942,"EMMETT 2 E, ID US",1930-01-02,,,,0,,,,40,20,35
USC00102942,"EMMETT 2 E, ID US",1930-01-03,,,,0,,,,38,22,31
USC00102942,"EMMETT 2 E, ID US",1930-01-04,,,,0,,,,55,28,44
USC00102942,"EMMETT 2 E, ID US",1930-01-05,0.03,,,0,,,,44,33,44
USC00102942,"EMMETT 2 E, ID US",1930-01-06,,,,0,,,,39,24,28
USC00102942,"EMMETT 2 E, ID US",1930-01-07,,,,0,,,,29,14,23
USC00102942,"EMMETT 2 E, ID US",1930-01-08,,,,0,,,,24,12,21
USC00102942,"EMMETT 2 E, ID US",1930-01-09,,,,0,,,,25,15,22
USC00102942,"EMMETT 2 E, ID US",1930-01-10,,,,0,,,,25,14,24
USC00102942,"EMMETT 2 E, ID US",1930-01-11,0.3,,,3,,,,24,18,23
USC00102942,"EMMETT 2 E, ID US",1930-01-12,,,,0,,,,25,14,20
USC00102942,"EMMETT 2 E, ID US",1930-01-13,0.5,,,3,,,,20,16,16
USC00102942,"EMMETT 2 E, ID US",1930-01-14,,,,0,,,,20,-4,16
USC00102942,"EMMETT 2 E, ID US",1930-01-15,,,,0,,,,24,6,20
USC00102942,"EMMETT 2 E, ID US",1930-01-16,,,,2,,,,23,16,16
USC00102942,"EMMETT 2 E, ID US",1930-01-17,,,,0,,,,17,-6,5
USC00102942,"EMMETT 2 E, ID US",1930-01-18,,,,0,,,,15,,11
USC00102942,"EMMETT 2 E, ID US",1930-01-19,0.4,,,5,,,,18,9,16
USC00102942,"EMMETT 2 E, ID US",1930-01-20,,,,0,,,,17,-3,9
USC00102942,"EMMETT 2 E, ID US",1930-01-21,,,,0,,,,9,-27,-3
USC00102942,"EMMETT 2 E, ID US",1930-01-22,,,,0,,,,-2,-23,-5
USC00102942,"EMMETT 2 E, ID US",1930-01-23,,,,0,,,,6,-19,5
USC00102942,"EMMETT 2 E, ID US",1930-01-24,,,,0,,,,16,3,13
USC00102942,"EMMETT 2 E, ID US",1930-01-25,0,,,0,,,,23,9,20
USC00102942,"EMMETT 2 E, ID US",1930-01-26,,,,0,,,,29,18,25
USC00102942,"EMMETT 2 E, ID US",1930-01-27,,,,0,,,,28,14,23
USC00102942,"EMMETT 2 E, ID US",1930-01-28,,,,0,,,,23,4,19
USC00102942,"EMMETT 2 E, ID US",1930-01-29,0,,,0,,,,30,19,28
USC00102942,"EMMETT 2 E, ID US",1930-01-30,,,,0,,,,32,23,30
USC00102942,"EMMETT 2 E, ID US",1930-01-31,,,,0,,,,34,26,32
USC00102942,"EMMETT 2 E, ID US",1930-02-01,0.1,,,,,,,38,29,35
USC00102942,"EMMETT 2 E, ID US",1930-02-02,,,,,,,,38,32,37
USC00102942,"EMMETT 2 E, ID US",1930-02-03,,,,,,,,37,31,35
USC00102942,"EMMETT 2 E, ID US",1930-02-04,,,,,,,,44,32,40
USC00102942,"EMMETT 2 E, ID US",1930-02-05,0,,,,,,,42,33,40
USC00102942,"EMMETT 2 E, ID US",1930-02-06,0.21,,,,,,,40,33,36
USC00102942,"EMMETT 2 E, ID US",1930-02-07,,,,,,,,40,32,39
USC00102942,"EMMETT 2 E, ID US",1930-02-08,,,,,,,,41,32,40
USC00102942,"EMMETT 2 E, ID US",1930-02-09,0.35,,,,,,,42,22,37
USC00102942,"EMMETT 2 E, ID US",1930-02-10,0.35,,,,,,,37,28,36
USC00102942,"EMMETT 2 E, ID US",1930-02-11,,,,,,,,43,31,39
USC00102942,"EMMETT 2 E, ID US",1930-02-12,,,,,,,,41,32,46
USC00102942,"EMMETT 2 E, ID US",1930-02-13,,,,,,,,47,36,46
USC00102942,"EMMETT 2 E, ID US",1930-02-14,,,,,,,,54,39,53
USC00102942,"EMMETT 2 E, ID US",1930-02-15,,,,,,,,56,34,48
USC00102942,"EMMETT 2 E, ID US",1930-02-16,,,,,,,,55,30,52
USC00102942,"EMMETT 2 E, ID US",1930-02-17,,,,,,,,60,32,57
USC00102942,"EMMETT 2 E, ID US",1930-02-18,,,,,,,,64,33,55
USC00102942,"EMMETT 2 E, ID US",1930-02-19,,,,,,,,65,46,60
USC00102942,"EMMETT 2 E, ID US",1930-02-20,,,,,,,,61,44,51
USC00102942,"EMMETT 2 E, ID US",1930-02-21,,,,,,,,52,32,48
USC00102942,"EMMETT 2 E, ID US",1930-02-22,0.01,,,,,,,53,38,49
USC00102942,"EMMETT 2 E, ID US",1930-02-23,0.02,,,,,,,50,34,40
USC00102942,"EMMETT 2 E, ID US",1930-02-24,,,,,,,,44,31,42
USC00102942,"EMMETT 2 E, ID US",1930-02-25,,,,,,,,43,33,40
USC00102942,"EMMETT 2 E, ID US",1930-02-26,0.03,,,,,,,42,31,39
USC00102942,"EMMETT 2 E, ID US",1930-02-27,,,,,,,,38,24,36
USC00102942,"EMMETT 2 E, ID US",1930-02-28,,,,,,,,40,27,36
USC00102942,"EMMETT 2 E, ID US",1930-03-01,,,,,,,,44,29,42
USC00102942,"EMMETT 2 E, ID US",1930-03-02,,,,,,,,47,26,45
USC00102942,"EMMETT 2 E, ID US",1930-03-03,,,,,,,,48,29,45
USC00102942,"EMMETT 2 E, ID US",1930-03-04,,,,,,,,53,32,50
USC00102942,"EMMETT 2 E, ID US",1930-03-05,0.21,,,,,,,51,39,45
USC00102942,"EMMETT 2 E, ID US",1930-03-06,,,,,,,,47,32,44
USC00102942,"EMMETT 2 E, ID US",1930-03-07,,,,,,,,51,31,50
USC00102942,"EMMETT 2 E, ID US",1930-03-08,,,,,,,,51,31,50
USC00102942,"EMMETT 2 E, ID US",1930-03-09,,,,,,,,51,26,45
USC00102942,"EMMETT 2 E, ID US",1930-03-10,,,,,,,,55,30,54
USC00102942,"EMMETT 2 E, ID US",1930-03-11,,,,,,,,64,33,60
USC00102942,"EMMETT 2 E, ID US",1930-03-12,,,,,,,,61,35,58
USC00102942,"EMMETT 2 E, ID US",1930-03-13,,,,,,,,58,32,55
USC00102942,"EMMETT 2 E, ID US",1930-03-14,,,,,,,,55,34,41
USC00102942,"EMMETT 2 E, ID US",1930-03-15,,,,,,,,54,35,53
USC00102942,"EMMETT 2 E, ID US",1930-03-16,,,,,,,,54,39,41
USC00102942,"EMMETT 2 E, ID US",1930-03-17,,,,,,,,57,32,56
USC00102942,"EMMETT 2 E, ID US",1930-03-18,,,,,,,,61,28,60
USC00102942,"EMMETT 2 E, ID US",1930-03-19,,,,,,,,64,32,60
USC00102942,"EMMETT 2 E, ID US",1930-03-20,,,,,,,,66,36,53
USC00102942,"EMMETT 2 E, ID US",1930-03-21,,,,,,,,64,42,63
USC00102942,"EMMETT 2 E, ID US",1930-03-22,,,,,,,,63,45,58
USC00102942,"EMMETT 2 E, ID US",1930-03-23,,,,,,,,58,32,51
USC00102942,"EMMETT 2 E, ID US",1930-03-24,,,,,,,,57,40,55
USC00102942,"EMMETT 2 E, ID US",1930-03-25,,,,,,,,63,38,61
USC00102942,"EMMETT 2 E, ID US",1930-03-26,,,,,,,,65,38,62
USC00102942,"EMMETT 2 E, ID US",1930-03-27,,,,,,,,62,39,54
USC00102942,"EMMETT 2 E, ID US",1930-03-28,,,,,,,,68,32,66
USC00102942,"EMMETT 2 E, ID US",1930-03-29,,,,,,,,72,40,66
USC00102942,"EMMETT 2 E, ID US",1930-03-30,,,,,,,,66,37,56
USC00102942,"EMMETT 2 E, ID US",1930-03-31,,,,,,,,64,30,61
USC00102942,"EMMETT 2 E, ID US",1930-04-01,0,,,,,,,67,34,65
USC00102942,"EMMETT 2 E, ID US",1930-04-02,0,,,,,,,72,36,69
USC00102942,"EMMETT 2 E, ID US",1930-04-03,0,,,,,,,72,45,70
USC00102942,"EMMETT 2 E, ID US",1930-04-04,0,,,,,,,70,40,65
USC00102942,"EMMETT 2 E, ID US",1930-04-05,0,,,,,,,81,40,79
USC00102942,"EMMETT 2 E, ID US",1930-04-06,0,,,,,,,82,46,78
USC00102942,"EMMETT 2 E, ID US",1930-04-07,0,,,,,,,78,53,74
USC00102942,"EMMETT 2 E, ID US",1930-04-08,0,,,,,,,75,44,69
USC00102942,"EMMETT 2 E, ID US",1930-04-09,0,,,,,,,70,39,66
USC00102942,"EMMETT 2 E, ID US",1930-04-10,0,,,,,,,74,40,71
USC00102942,"EMMETT 2 E, ID US",1930-04-11,0,,,,,,,76,48,72
USC00102942,"EMMETT 2 E, ID US",1930-04-12,0,,,,,,,78,44,75
USC00102942,"EMMETT 2 E, ID US",1930-04-13,0,,,,,,,75,49,50
USC00102942,"EMMETT 2 E, ID US",1930-04-14,0.1,,,,,,,53,44,56
USC00102942,"EMMETT 2 E, ID US",1930-04-15,0,,,,,,,58,39,55
USC00102942,"EMMETT 2 E, ID US",1930-04-16,0,,,,,,,64,33,61
USC00102942,"EMMETT 2 E, ID US",1930-04-17,0,,,,,,,66,46,64
USC00102942,"EMMETT 2 E, ID US",1930-04-18,0,,,,,,,64,45,59
USC00102942,"EMMETT 2 E, ID US",1930-04-19,0.14,,,,,,,67,38,65
USC00102942,"EMMETT 2 E, ID US",1930-04-20,0,,,,,,,78,47,76
USC00102942,"EMMETT 2 E, ID US",1930-04-21,0,,,,,,,82,46,79
USC00102942,"EMMETT 2 E, ID US",1930-04-22,0,,,,,,,79,47,74
USC00102942,"EMMETT 2 E, ID US",1930-04-23,0,,,,,,,79,52,76
USC00102942,"EMMETT 2 E, ID US",1930-04-24,0.38,,,,,,,76,53,59
USC00102942,"EMMETT 2 E, ID US",1930-04-25,0,,,,,,,69,42,68
USC00102942,"EMMETT 2 E, ID US",1930-04-26,0.27,,,,,,,68,47,48
USC00102942,"EMMETT 2 E, ID US",1930-04-27,0,,,,,,,64,40,56
USC00102942,"EMMETT 2 E, ID US",1930-04-28,0.39,,,,,,,58,44,51
USC00102942,"EMMETT 2 E, ID US",1930-04-29,0,,,,,,,60,35,59
USC00102942,"EMMETT 2 E, ID US",1930-04-30,0,,,,,,,71,38,69
USC00102942,"EMMETT 2 E, ID US",1930-05-01,0,,,,,,,76,45,75
USC00102942,"EMMETT 2 E, ID US",1930-05-02,0,,,,,,,80,46,72
USC00102942,"EMMETT 2 E, ID US",1930-05-03,0.57,,,,,,,78,44,56
USC00102942,"EMMETT 2 E, ID US",1930-05-04,0.12,,,,,,,66,43,55
USC00102942,"EMMETT 2 E, ID US",1930-05-05,0,,,,,,,71,39,67
USC00102942,"EMMETT 2 E, ID US",1930-05-06,0,,,,,,,67,47,56
USC00102942,"EMMETT 2 E, ID US",1930-05-07,0,,,,,,,56,37,45
USC00102942,"EMMETT 2 E, ID US",1930-05-08,0,,,,,,,,42,59
USC00102942,"EMMETT 2 E, ID US",1930-05-09,0,,,,,,,,42,62
USC00102942,"EMMETT 2 E, ID US",1930-05-10,0,,,,,,,67,42,63
USC00102942,"EMMETT 2 E, ID US",1930-05-11,0,,,,,,,71,44,68
USC00102942,"EMMETT 2 E, ID US",1930-05-12,0,,,,,,,76,47,70
USC00102942,"EMMETT 2 E, ID US",1930-05-13,0,,,,,,,79,49,78
USC00102942,"EMMETT 2 E, ID US",1930-05-14,0,,,,,,,78,55,61
USC00102942,"EMMETT 2 E, ID US",1930-05-15,0.27,,,,,,,65,54,65
USC00102942,"EMMETT 2 E, ID US",1930-05-16,0,,,,,,,74,45,71
USC00102942,"EMMETT 2 E, ID US",1930-05-17,0,,,,,,,73,51,71
USC00102942,"EMMETT 2 E, ID US",1930-05-18,0,,,,,,,71,45,66
USC00102942,"EMMETT 2 E, ID US",1930-05-19,0,,,,,,,77,51,71
USC00102942,"EMMETT 2 E, ID US",1930-05-20,0,,,,,,,80,61,72
USC00102942,"EMMETT 2 E, ID US",1930-05-21,0.64,,,,,,,72,41,54
USC00102942,"EMMETT 2 E, ID US",1930-05-22,0,,,,,,,64,35,62
USC00102942,"EMMETT 2 E, ID US",1930-05-23,0,,,,,,,76,43,75
USC00102942,"EMMETT 2 E, ID US",1930-05-24,0,,,,,,,78,42,74
USC00102942,"EMMETT 2 E, ID US",1930-05-25,0,,,,,,,79,41,65
USC00102942,"EMMETT 2 E, ID US",1930-05-26,0,,,,,,,79,42,79
USC00102942,"EMMETT 2 E, ID US",1930-05-27,0,,,,,,,90,53,88
USC00102942,"EMMETT 2 E, ID US",1930-05-28,0,,,,,,,88,56,84
USC00102942,"EMMETT 2 E, ID US",1930-05-29,0,,,,,,,84,55,65
USC00102942,"EMMETT 2 E, ID US",1930-05-30,0,,,,,,,74,40,68
USC00102942,"EMMETT 2 E, ID US",1930-05-31,0,,,,,,,66,38,64
USC00102942,"EMMETT 2 E, ID US",1930-06-01,0,,,,,,,67,39,65
USC00102942,"EMMETT 2 E, ID US",1930-06-02,0.02,,,,,,,69,45,63
USC00102942,"EMMETT 2 E, ID US",1930-06-03,0,,,,,,,63,37,62
USC00102942,"EMMETT 2 E, ID US",1930-06-04,0,,,,,,,76,40,74
USC00102942,"EMMETT 2 E, ID US",1930-06-05,0,,,,,,,82,45,80
USC00102942,"EMMETT 2 E, ID US",1930-06-06,0,,,,,,,93,56,92
USC00102942,"EMMETT 2 E, ID US",1930-06-07,0,,,,,,,92,54,88
USC00102942,"EMMETT 2 E, ID US",1930-06-08,0,,,,,,,92,47,80
USC00102942,"EMMETT 2 E, ID US",1930-06-09,0,,,,,,,87,51,85
USC00102942,"EMMETT 2 E, ID US",1930-06-10,0,,,,,,,96,61,89
USC00102942,"EMMETT 2 E, ID US",1930-06-11,0,,,,,,,84,57,79
USC00102942,"EMMETT 2 E, ID US",1930-06-12,0,,,,,,,80,45,75
USC00102942,"EMMETT 2 E, ID US",1930-06-13,0,,,,,,,79,45,71
USC00102942,"EMMETT 2 E, ID US",1930-06-14,0,,,,,,,77,44,76
USC00102942,"EMMETT 2 E, ID US",1930-06-15,0,,,,,,,94,52,92
USC00102942,"EMMETT 2 E, ID US",1930-06-16,0,,,,,,,96,70,89
USC00102942,"EMMETT 2 E, ID US",1930-06-17,0,,,,,,,89,53,77
USC00102942,"EMMETT 2 E, ID US",1930-06-18,0,,,,,,,80,43,77
USC00102942,"EMMETT 2 E, ID US",1930-06-19,0,,,,,,,80,50,72
USC00102942,"EMMETT 2 E, ID US",1930-06-20,0.09,,,,,,,76,56,70
USC00102942,"EMMETT 2 E, ID US",1930-06-21,0,,,,,,,82,50,80
USC00102942,"EMMETT 2 E, ID US",1930-06-22,0,,,,,,,81,50,79
USC00102942,"EMMETT 2 E, ID US",1930-06-23,0,,,,,,,80,54,71
USC00102942,"EMMETT 2 E, ID US",1930-06-24,0,,,,,,,80,46,60
USC00102942,"EMMETT 2 E, ID US",1930-06-25,0,,,,,,,82,48,65
USC00102942,"EMMETT 2 E, ID US",1930-06-26,0,,,,,,,82,50,79
USC00102942,"EMMETT 2 E, ID US",1930-06-27,0,,,,,,,89,53,88
USC00102942,"EMMETT 2 E, ID US",1930-06-28,0,,,,,,,89,40,73
USC00102942,"EMMETT 2 E, ID US",1930-06-29,0,,,,,,,82,45,81
USC00102942,"EMMETT 2 E, ID US",1930-06-30,0,,,,,,,92,54,90
USC00102942,"EMMETT 2 E, ID US",1930-07-01,,,,,,,,97,57,85
USC00102942,"EMMETT 2 E, ID US",1930-07-02,,,,,,,,83,56,81
USC00102942,"EMMETT 2 E, ID US",1930-07-03,,,,,,,,87,56,85
USC00102942,"EMMETT 2 E, ID US",1930-07-04,,,,,,,,95,54,94
USC00102942,"EMMETT 2 E, ID US",1930-07-05,,,,,,,,101,63,100
USC00102942,"EMMETT 2 E, ID US",1930-07-06,,,,,,,,100,64,93
USC00102942,"EMMETT 2 E, ID US",1930-07-07,,,,,,,,99,56,95
USC00102942,"EMMETT 2 E, ID US",1930-07-08,,,,,,,,95,62,86
USC00102942,"EMMETT 2 E, ID US",1930-07-09,,,,,,,,98,66,94
USC00102942,"EMMETT 2 E, ID US",1930-07-10,,,,,,,,95,72,80
USC00102942,"EMMETT 2 E, ID US",1930-07-11,,,,,,,,92,57,89
USC00102942,"EMMETT 2 E, ID US",1930-07-12,,,,,,,,95,65,94
USC00102942,"EMMETT 2 E, ID US",1930-07-13,,,,,,,,101,70,99
USC00102942,"EMMETT 2 E, ID US",1930-07-14,,,,,,,,106,70,101
USC00102942,"EMMETT 2 E, ID US",1930-07-15,,,,,,,,101,65,95
USC00102942,"EMMETT 2 E, ID US",1930-07-16,,,,,,,,95,66,91
USC00102942,"EMMETT 2 E, ID US",1930-07-17,,,,,,,,91,55,90
USC00102942,"EMMETT 2 E, ID US",1930-07-18,,,,,,,,90,51,83
USC00102942,"EMMETT 2 E, ID US",1930-07-19,,,,,,,,83,51,81
USC00102942,"EMMETT 2 E, ID US",1930-07-20,,,,,,,,87,50,85
USC00102942,"EMMETT 2 E, ID US",1930-07-21,,,,,,,,90,53,88
USC00102942,"EMMETT 2 E, ID US",1930-07-22,,,,,,,,94,57,92
USC00102942,"EMMETT 2 E, ID US",1930-07-23,,,,,,,,98,62,87
USC00102942,"EMMETT 2 E, ID US",1930-07-24,,,,,,,,95,59,92
USC00102942,"EMMETT 2 E, ID US",1930-07-25,,,,,,,,92,58,98
USC00102942,"EMMETT 2 E, ID US",1930-07-26,,,,,,,,89,57,87
USC00102942,"EMMETT 2 E, ID US",1930-07-27,,,,,,,,92,51,90
USC00102942,"EMMETT 2 E, ID US",1930-07-28,,,,,,,,97,57,95
USC00102942,"EMMETT 2 E, ID US",1930-07-29,,,,,,,,99,58,97
USC00102942,"EMMETT 2 E, ID US",1930-07-30,,,,,,,,98,59,97
USC00102942,"EMMETT 2 E, ID US",1930-07-31,,,,,,,,97,59,93
USC00102942,"EMMETT 2 E, ID US",1930-08-01,0,,,,,,,93,67,91
USC00102942,"EMMETT 2 E, ID US",1930-08-02,0,,,,,,,92,58,82
USC00102942,"EMMETT 2 E, ID US",1930-08-03,0,,,,,,,92,67,91
USC00102942,"EMMETT 2 E, ID US",1930-08-04,0,,,,,,,97,68,85
USC00102942,"EMMETT 2 E, ID US",1930-08-05,0,,,,,,,97,66,83
USC00102942,"EMMETT 2 E, ID US",1930-08-06,0,,,,,,,99,64,95
USC00102942,"EMMETT 2 E, ID US",1930-08-07,0,,,,,,,100,67,95
USC00102942,"EMMETT 2 E, ID US",1930-08-08,0,,,,,,,101,70,92
USC00102942,"EMMETT 2 E, ID US",1930-08-09,1.03,,,,,,,92,63,72
USC00102942,"EMMETT 2 E, ID US",1930-08-10,0,,,,,,,86,67,83
USC00102942,"EMMETT 2 E, ID US",1930-08-11,0,,,,,,,93,65,87
USC00102942,"EMMETT 2 E, ID US",1930-08-12,0,,,,,,,87,71,82
USC00102942,"EMMETT 2 E, ID US",1930-08-13,0,,,,,,,83,70,76
USC00102942,"EMMETT 2 E, ID US",1930-08-14,0,,,,,,,86,65,80
USC00102942,"EMMETT 2 E, ID US",1930-08-15,0.12,,,,,,,92,65,77
USC00102942,"EMMETT 2 E, ID US",1930-08-16,0,,,,,,,86,61,82
USC00102942,"EMMETT 2 E, ID US",1930-08-17,0,,,,,,,89,54,79
USC00102942,"EMMETT 2 E, ID US",1930-08-18,0.06,,,,,,,89,59,96
USC00102942,"EMMETT 2 E, ID US",1930-08-19,0,,,,,,,87,54,95
USC00102942,"EMMETT 2 E, ID US",1930-08-20,0,,,,,,,85,56,80
USC00102942,"EMMETT 2 E, ID US",1930-08-21,0,,,,,,,90,52,84
USC00102942,"EMMETT 2 E, ID US",1930-08-22,0,,,,,,,93,54,88
USC00102942,"EMMETT 2 E, ID US",1930-08-23,0,,,,,,,94,59,89
USC00102942,"EMMETT 2 E, ID US",1930-08-24,0,,,,,,,94,53,85
USC00102942,"EMMETT 2 E, ID US",1930-08-25,0,,,,,,,93,55,82
USC00102942,"EMMETT 2 E, ID US",1930-08-26,0,,,,,,,87,52,84
USC00102942,"EMMETT 2 E, ID US",1930-08-27,0,,,,,,,93,52,87
USC00102942,"EMMETT 2 E, ID US",1930-08-28,0,,,,,,,92,61,87
USC00102942,"EMMETT 2 E, ID US",1930-08-29,0,,,,,,,94,56,81
USC00102942,"EMMETT 2 E, ID US",1930-08-30,0,,,,,,,87,54,81
USC00102942,"EMMETT 2 E, ID US",1930-08-31,0,,,,,,,81,56,73
USC00102942,"EMMETT 2 E, ID US",1930-09-01,0,,,,,,,80,44,75
USC00102942,"EMMETT 2 E, ID US",1930-09-02,0,,,,,,,87,47,82
USC00102942,"EMMETT 2 E, ID US",1930-09-03,0,,,,,,,94,54,90
USC00102942,"EMMETT 2 E, ID US",1930-09-04,0,,,,,,,90,61,83
USC00102942,"EMMETT 2 E, ID US",1930-09-05,0,,,,,,,86,52,81
USC00102942,"EMMETT 2 E, ID US",1930-09-06,0,,,,,,,83,55,81
USC00102942,"EMMETT 2 E, ID US",1930-09-07,0,,,,,,,83,58,79
USC00102942,"EMMETT 2 E, ID US",1930-09-08,0,,,,,,,82,57,77
USC00102942,"EMMETT 2 E, ID US",1930-09-09,0,,,,,,,82,58,78
USC00102942,"EMMETT 2 E, ID US",1930-09-10,0,,,,,,,84,56,69
USC00102942,"EMMETT 2 E, ID US",1930-09-11,0.32,,,,,,,83,54,70
USC00102942,"EMMETT 2 E, ID US",1930-09-12,0.3,,,,,,,80,45,68
USC00102942,"EMMETT 2 E, ID US",1930-09-13,0,,,,,,,80,48,68
USC00102942,"EMMETT 2 E, ID US",1930-09-14,0,,,,,,,82,53,70
USC00102942,"EMMETT 2 E, ID US",1930-09-15,0,,,,,,,83,54,76
USC00102942,"EMMETT 2 E, ID US",1930-09-16,0,,,,,,,86,49,83
USC00102942,"EMMETT 2 E, ID US",1930-09-17,0,,,,,,,86,54,77
USC00102942,"EMMETT 2 E, ID US",1930-09-18,0,,,,,,,87,50,83
USC00102942,"EMMETT 2 E, ID US",1930-09-19,0,,,,,,,85,48,77
USC00102942,"EMMETT 2 E, ID US",1930-09-20,0,,,,,,,83,46,78
USC00102942,"EMMETT 2 E, ID US",1930-09-21,0,,,,,,,88,46,76
USC00102942,"EMMETT 2 E, ID US",1930-09-22,0.14,,,,,,,84,44,73
USC00102942,"EMMETT 2 E, ID US",1930-09-23,0,,,,,,,73,35,56
USC00102942,"EMMETT 2 E, ID US",1930-09-24,0.03,,,,,,,60,44,54
USC00102942,"EMMETT 2 E, ID US",1930-09-25,0,,,,,,,61,39,61
USC00102942,"EMMETT 2 E, ID US",1930-09-26,0,,,,,,,72,47,67
USC00102942,"EMMETT 2 E, ID US",1930-09-27,0,,,,,,,80,42,75
USC00102942,"EMMETT 2 E, ID US",1930-09-28,0,,,,,,,75,47,68
USC00102942,"EMMETT 2 E, ID US",1930-09-29,0,,,,,,,71,46,61
USC00102942,"EMMETT 2 E, ID US",1930-09-30,0,,,,,,,72,48,68
USC00102942,"EMMETT 2 E, ID US",1930-10-01,0,,,,,,,71,44,65
USC00102942,"EMMETT 2 E, ID US",1930-10-02,0.1,,,,,,,71,46,66
USC00102942,"EMMETT 2 E, ID US",1930-10-03,0,,,,,,,73,46,68
USC00102942,"EMMETT 2 E, ID US",1930-10-04,0,,,,,,,74,45,68
USC00102942,"EMMETT 2 E, ID US",1930-10-05,0,,,,,,,74,42,65
USC00102942,"EMMETT 2 E, ID US",1930-10-06,0,,,,,,,74,43,63
USC00102942,"EMMETT 2 E, ID US",1930-10-07,0.55,,,,,,,67,56,59
USC00102942,"EMMETT 2 E, ID US",1930-10-08,0,,,,,,,60,48,53
USC00102942,"EMMETT 2 E, ID US",1930-10-09,0,,,,,,,59,35,51
USC00102942,"EMMETT 2 E, ID US",1930-10-10,0,,,,,,,60,32,54
USC00102942,"EMMETT 2 E, ID US",1930-10-11,0,,,,,,,59,31,48
USC00102942,"EMMETT 2 E, ID US",1930-10-12,0,,,,,,,61,37,51
USC00102942,"EMMETT 2 E, ID US",1930-10-13,0,,,,,,,62,35,52
USC00102942,"EMMETT 2 E, ID US",1930-10-14,0.03,,,,,,,60,45,52
USC00102942,"EMMETT 2 E, ID US",1930-10-15,0,,,,,,,60,33,48
USC00102942,"EMMETT 2 E, ID US",1930-10-16,0,,,,,,,51,26,43
USC00102942,"EMMETT 2 E, ID US",1930-10-17,0,,,,,,,62,39,58
USC00102942,"EMMETT 2 E, ID US",1930-10-18,0,,,,,,,66,32,62
USC00102942,"EMMETT 2 E, ID US",1930-10-19,0,,,,,,,68,33,58
USC00102942,"EMMETT 2 E, ID US",1930-10-20,0,,,,,,,65,35,58
USC00102942,"EMMETT 2 E, ID US",1930-10-21,0,,,,,,,63,34,59
USC00102942,"EMMETT 2 E, ID US",1930-10-22,0,,,,,,,63,30,52
USC00102942,"EMMETT 2 E, ID US",1930-10-23,0,,,,,,,71,32,56
USC00102942,"EMMETT 2 E, ID US",1930-10-24,0,,,,,,,62,44,49
USC00102942,"EMMETT 2 E, ID US",1930-10-25,0.07,,,,,,,55,40,51
USC00102942,"EMMETT 2 E, ID US",1930-10-26,0,,,,,,,57,29,53
USC00102942,"EMMETT 2 E, ID US",1930-10-27,0,,,,,,,60,33,54
USC00102942,"EMMETT 2 E, ID US",1930-10-28,0,,,,,,,56,24,44
USC00102942,"EMMETT 2 E, ID US",1930-10-29,0,,,,,,,56,26,57
USC00102942,"EMMETT 2 E, ID US",1930-10-30,0,,,,,,,57,26,52
USC00102942,"EMMETT 2 E, ID US",1930-10-31,0,,,,,,,59,28,55
USC00102942,"EMMETT 2 E, ID US",1930-11-01,0,,,,,,,59,27,52
USC00102942,"EMMETT 2 E, ID US",1930-11-02,0,,,,,,,58,27,50
USC00102942,"EMMETT 2 E, ID US",1930-11-03,0,,,,,,,57,26,52
USC00102942,"EMMETT 2 E, ID US",1930-11-04,0,,,,,,,58,26,53
USC00102942,"EMMETT 2 E, ID US",1930-11-05,0,,,,,,,53,26,52
USC00102942,"EMMETT 2 E, ID US",1930-11-06,0,,,,,,,58,27,53
USC00102942,"EMMETT 2 E, ID US",1930-11-07,0,,,,,,,55,26,48
USC00102942,"EMMETT 2 E, ID US",1930-11-08,0,,,,,,,67,26,47
USC00102942,"EMMETT 2 E, ID US",1930-11-09,0.13,,,,,,,54,41,49
USC00102942,"EMMETT 2 E, ID US",1930-11-10,0,,,,,,,57,33,53
USC00102942,"EMMETT 2 E, ID US",1930-11-11,0,,,,,,,57,34,52
USC00102942,"EMMETT 2 E, ID US",1930-11-12,0,,,,,,,58,34,55
USC00102942,"EMMETT 2 E, ID US",1930-11-13,0.03,,,,,,,55,33,37
USC00102942,"EMMETT 2 E, ID US",1930-11-14,0,,,,,,,37,16,30
USC00102942,"EMMETT 2 E, ID US",1930-11-15,0,,,,,,,38,22,36
USC00102942,"EMMETT 2 E, ID US",1930-11-16,0.62,,,,,,,51,36,37
USC00102942,"EMMETT 2 E, ID US",1930-11-17,0.12,,,,,,,40,30,35
USC00102942,"EMMETT 2 E, ID US",1930-11-18,0,,,,,,,40,25,31
USC00102942,"EMMETT 2 E, ID US",1930-11-19,0,,,,,,,35,20,34
USC00102942,"EMMETT 2 E, ID US",1930-11-20,0,,,,,,,40,23,37
USC00102942,"EMMETT 2 E, ID US",1930-11-21,0,,,,,,,48,24,43
USC00102942,"EMMETT 2 E, ID US",1930-11-22,0,,,,,,,44,23,43
USC00102942,"EMMETT 2 E, ID US",1930-11-23,0,,,,,,,44,22,33
USC00102942,"EMMETT 2 E, ID US",1930-11-24,0,,,,,,,37,19,33
USC00102942,"EMMETT 2 E, ID US",1930-11-25,0,,,,,,,37,18,31
USC00102942,"EMMETT 2 E, ID US",1930-11-26,0,,,,,,,34,18,31
USC00102942,"EMMETT 2 E, ID US",1930-11-27,0,,,,,,,31,14,26
